datetime,granularity,style,variation,model,n_samples,precision,recall,micro_f1,macro_f1,f1_event,f1_product,f1_other,f1_location,f1_person,f1_art,f1_organization,f1_building,f1_organization-showorganization,f1_event-election,f1_building-theater,f1_building-sportsfacility,f1_location-other,f1_organization-sportsleague,f1_other-law,f1_location-GPE,f1_product-food,f1_product-game,f1_art-broadcastprogram,f1_other-chemicalthing,f1_product-airplane,f1_organization-education,f1_person-scholar,f1_organization-company,f1_location-mountain,f1_organization-religion,f1_person-soldier,f1_location-park,f1_art-writtenart,f1_other-biologything,f1_art-painting,f1_building-library,f1_organization-sportsteam,f1_art-other,f1_building-other,f1_organization-media/newspaper,f1_building-hospital,f1_building-hotel,f1_location-island,f1_art-film,f1_person-artist/author,f1_person-athlete,f1_other-educationaldegree,f1_product-ship,f1_other-currency,f1_location-bodiesofwater,f1_building-airport,f1_building-restaurant,f1_person-director,f1_other-disease,f1_event-disaster,f1_other-livingthing,f1_location-road/railway/highway/transit,f1_organization-other,f1_product-train,f1_other-astronomything,f1_person-politician,f1_person-other,f1_other-god,f1_other-medical,f1_organization-government/governmentagency,f1_organization-politicalparty,f1_event-protest,f1_event-sportsevent,f1_event-other,f1_product-software,f1_event-attack/battle/war/militaryconflict,f1_art-music,f1_product-other,f1_product-weapon,f1_other-award,f1_product-car,f1_other-language,f1_person-actor
2026-02-12 12:54:14,coarse,pl,backtrans_sp,qwen2.5-coder:7b,3765,0.551,0.5013,0.525,0.4968,0.4677,0.3893,0.2446,0.5616,0.7218,0.5589,0.5478,0.4823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 12:53:57,coarse,pl,backtrans_sp,qwen2.5:7b,3765,0.5853,0.5252,0.5536,0.5166,0.4336,0.463,0.2571,0.5824,0.742,0.5785,0.5817,0.4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 12:53:49,coarse,pl,backtrans_ch,qwen2.5-coder:7b,3765,0.5309,0.4832,0.5059,0.4843,0.4358,0.3936,0.23,0.5162,0.7159,0.5707,0.5462,0.4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 12:17:10,coarse,pl,backtrans_ch,qwen2.5:7b,3765,0.5782,0.4952,0.5335,0.5056,0.4307,0.466,0.2453,0.5449,0.7119,0.5674,0.5671,0.5114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 11:37:42,coarse,pl,sentence_reordering,qwen2.5-coder:7b,3765,0.5297,0.506,0.5176,0.5002,0.4456,0.3904,0.2403,0.5724,0.7034,0.6037,0.5388,0.5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 11:37:41,coarse,pl,sentence_reordering,qwen2.5:7b,3765,0.5649,0.5224,0.5428,0.5122,0.4268,0.4256,0.2374,0.5957,0.7244,0.6251,0.5734,0.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 10:19:10,coarse,pl,lexical_substitution,qwen2.5-coder:7b,3765,0.5214,0.5504,0.5355,0.5045,0.4237,0.3573,0.208,0.6024,0.7585,0.6235,0.5692,0.4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 10:19:10,coarse,pl,lexical_substitution,qwen2.5:7b,3765,0.5776,0.5266,0.551,0.5082,0.4156,0.4419,0.2552,0.5911,0.7279,0.585,0.5803,0.4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 10:19:10,coarse,pl,reodering,qwen2.5-coder:7b,3765,0.5274,0.5397,0.5335,0.5008,0.4264,0.4065,0.2111,0.5841,0.7893,0.5733,0.5565,0.4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 10:19:10,coarse,pl,reodering,qwen2.5:7b,3765,0.6092,0.5344,0.5694,0.5366,0.4656,0.5112,0.2918,0.5829,0.7645,0.6209,0.5684,0.4878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-12 10:19:10,coarse,pl,v0_original,qwen2.5-coder:7b,3765,0.5458,0.5171,0.5311,0.5084,0.4637,0.3941,0.2388,0.5701,0.7409,0.6148,0.5538,0.4908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
