datetime,granularity,style,variation,model,n_samples,precision,recall,micro_f1,macro_f1,result_file,f1_building,f1_location,f1_organization,f1_other,f1_art,f1_person,f1_building-hotel,f1_building-other,f1_location-GPE,f1_organization-showorganization,f1_product-airplane,f1_person-artist/author,f1_art-music,f1_person-other,f1_event,f1_product,f1_art-other,f1_event-sportsevent,f1_location-park,f1_organization-other,f1_product-other,f1_product-ship,f1_product-weapon,f1_person-soldier,f1_other-astronomything,f1_organization-sportsleague,f1_organization-sportsteam,f1_art-film,f1_building-restaurant,f1_person-actor,f1_building-sportsfacility,f1_organization-company,f1_organization-government/governmentagency
2026-02-10 16:23:23,coarse,pl,lexical_substitution,qwen2.5-coder:7b,5,0.6364,0.7778,0.7,0.5778,coarse_pl_lexical_substitution_qwen2.5-coder:7b_20260210_162320.json,1.0,1.0,0.8,0.0,,0.0,,,,,,,,,0.0,0.6667,,,,,,,,,,,,,,,,,
2026-02-10 16:23:25,coarse,pl,reodering,qwen2.5-coder:7b,5,0.5,0.5556,0.5263,0.4389,coarse_pl_reodering_qwen2.5-coder:7b_20260210_162323.json,0.8,0.6667,0.5,0.0,,0.0,,,,,,,,,0.0,0.6667,,,,,,,,,,,,,,,,,
2026-02-10 16:23:28,coarse,pl,sentence_reordering,qwen2.5-coder:7b,5,0.75,0.6667,0.7059,0.6111,coarse_pl_sentence_reordering_qwen2.5-coder:7b_20260210_162326.json,1.0,1.0,0.6667,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:30,coarse,pl,backtrans_ch,qwen2.5-coder:7b,5,0.6667,0.6667,0.6667,0.6111,coarse_pl_backtrans_ch_qwen2.5-coder:7b_20260210_162328.json,1.0,1.0,0.6667,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:33,coarse,pl,backtrans_sp,qwen2.5-coder:7b,5,0.6667,0.6667,0.6667,0.6111,coarse_pl_backtrans_sp_qwen2.5-coder:7b_20260210_162330.json,1.0,1.0,0.6667,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:35,coarse,pl,backtrans_tu,qwen2.5-coder:7b,5,0.7778,0.7778,0.7778,0.6667,coarse_pl_backtrans_tu_qwen2.5-coder:7b_20260210_162333.json,1.0,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:36,coarse,nl,v0_original,qwen2.5-coder:7b,5,0.4,0.2222,0.2857,0.1944,coarse_nl_v0_original_qwen2.5-coder:7b_20260210_162335.json,0.5,0.0,0.6667,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:37,coarse,nl,lexical_substitution,qwen2.5-coder:7b,5,0.2,0.1111,0.1429,0.1111,coarse_nl_lexical_substitution_qwen2.5-coder:7b_20260210_162336.json,0.0,0.0,0.6667,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:38,coarse,nl,reodering,qwen2.5-coder:7b,5,0.2,0.1111,0.1429,0.0833,coarse_nl_reodering_qwen2.5-coder:7b_20260210_162337.json,0.0,0.0,0.5,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:39,coarse,nl,sentence_reordering,qwen2.5-coder:7b,5,0.4,0.2222,0.2857,0.1944,coarse_nl_sentence_reordering_qwen2.5-coder:7b_20260210_162338.json,0.5,0.0,0.6667,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:41,coarse,nl,backtrans_ch,qwen2.5-coder:7b,5,0.4,0.2222,0.2857,0.2222,coarse_nl_backtrans_ch_qwen2.5-coder:7b_20260210_162339.json,0.0,0.6667,0.6667,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:42,coarse,nl,backtrans_sp,qwen2.5-coder:7b,5,0.2,0.1111,0.1429,0.0833,coarse_nl_backtrans_sp_qwen2.5-coder:7b_20260210_162341.json,0.5,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:43,coarse,nl,backtrans_tu,qwen2.5-coder:7b,5,0.4286,0.3333,0.375,0.3056,coarse_nl_backtrans_tu_qwen2.5-coder:7b_20260210_162342.json,0.5,0.6667,0.6667,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 16:23:50,fine,pl,v0_original,qwen2.5-coder:7b,5,0.0833,0.1111,0.0952,0.0556,fine_pl_v0_original_qwen2.5-coder:7b_20260210_162343.json,,,,,,,0.0,0.0,0.5,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,
2026-02-10 16:23:58,fine,pl,lexical_substitution,qwen2.5-coder:7b,5,0.0,0.0,0.0,0.0,fine_pl_lexical_substitution_qwen2.5-coder:7b_20260210_162351.json,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,
2026-02-10 16:24:05,fine,pl,reodering,qwen2.5-coder:7b,5,0.2727,0.3333,0.3,0.2963,fine_pl_reodering_qwen2.5-coder:7b_20260210_162358.json,,,,,,,0.6667,1.0,1.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,
2026-02-10 16:24:13,fine,pl,sentence_reordering,qwen2.5-coder:7b,5,0.1667,0.2222,0.1905,0.1852,fine_pl_sentence_reordering_qwen2.5-coder:7b_20260210_162405.json,,,,,,,0.6667,0.0,1.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,
2026-02-10 16:24:20,fine,pl,backtrans_ch,qwen2.5-coder:7b,5,0.0,0.0,0.0,0.0,fine_pl_backtrans_ch_qwen2.5-coder:7b_20260210_162413.json,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,
2026-02-10 16:24:27,fine,pl,backtrans_sp,qwen2.5-coder:7b,5,0.125,0.1111,0.1176,0.1111,fine_pl_backtrans_sp_qwen2.5-coder:7b_20260210_162420.json,,,,,,,0.0,0.0,1.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,
2026-02-10 16:24:35,fine,pl,backtrans_tu,qwen2.5-coder:7b,5,0.0,0.0,0.0,0.0,fine_pl_backtrans_tu_qwen2.5-coder:7b_20260210_162427.json,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,
2026-02-10 16:24:37,fine,nl,v0_original,qwen2.5-coder:7b,5,0.6,0.3333,0.4286,0.3333,fine_nl_v0_original_qwen2.5-coder:7b_20260210_162435.json,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,
2026-02-10 16:24:40,fine,nl,lexical_substitution,qwen2.5-coder:7b,5,0.4,0.2222,0.2857,0.2222,fine_nl_lexical_substitution_qwen2.5-coder:7b_20260210_162437.json,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,1.0,0.0,,,0.0,,,,,,,0.0,,
2026-02-10 16:24:42,fine,nl,reodering,qwen2.5-coder:7b,5,0.1667,0.1111,0.1333,0.1111,fine_nl_reodering_qwen2.5-coder:7b_20260210_162440.json,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,
2026-02-10 16:24:44,fine,nl,sentence_reordering,qwen2.5-coder:7b,5,0.6,0.3333,0.4286,0.3333,fine_nl_sentence_reordering_qwen2.5-coder:7b_20260210_162442.json,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,
2026-02-10 16:24:48,fine,nl,backtrans_ch,qwen2.5-coder:7b,5,0.4286,0.3333,0.375,0.3333,fine_nl_backtrans_ch_qwen2.5-coder:7b_20260210_162444.json,,,,,,,1.0,0.0,1.0,0.0,,0.0,,0.0,,,,0.0,1.0,0.0,0.0,,,,,0.0,,,,,,,0.0
2026-02-10 16:24:50,fine,nl,backtrans_sp,qwen2.5-coder:7b,5,0.0,0.0,0.0,0.0,fine_nl_backtrans_sp_qwen2.5-coder:7b_20260210_162448.json,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-10 16:24:52,fine,nl,backtrans_tu,qwen2.5-coder:7b,5,0.8,0.4444,0.5714,0.4444,fine_nl_backtrans_tu_qwen2.5-coder:7b_20260210_162450.json,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,1.0,1.0,1.0,0.0,,,0.0,,,,,,,,,
2026-02-10 19:22:38,coarse,pl,v0_original,qwen2.5:7b,4,0.4286,0.375,0.4,0.3,coarse_pl_v0_original_qwen2.5:7b_20260210_192236.json,0.8,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:40,coarse,pl,lexical_substitution,qwen2.5:7b,4,0.4286,0.375,0.4,0.3,coarse_pl_lexical_substitution_qwen2.5:7b_20260210_192238.json,0.8,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:42,coarse,pl,reodering,qwen2.5:7b,4,0.4286,0.375,0.4,0.3,coarse_pl_reodering_qwen2.5:7b_20260210_192240.json,0.8,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:43,coarse,pl,sentence_reordering,qwen2.5:7b,4,0.3333,0.25,0.2857,0.25,coarse_pl_sentence_reordering_qwen2.5:7b_20260210_192242.json,0.5,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:45,coarse,pl,backtrans_ch,qwen2.5:7b,4,0.5,0.375,0.4286,0.3,coarse_pl_backtrans_ch_qwen2.5:7b_20260210_192244.json,0.8,0.0,0.0,,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:47,coarse,pl,backtrans_sp,qwen2.5:7b,4,0.5714,0.5,0.5333,0.4111,coarse_pl_backtrans_sp_qwen2.5:7b_20260210_192245.json,0.8,0.0,0.6667,,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:49,coarse,pl,backtrans_tu,qwen2.5:7b,4,0.4286,0.375,0.4,0.3,coarse_pl_backtrans_tu_qwen2.5:7b_20260210_192247.json,0.8,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:50,coarse,nl,v0_original,qwen2.5:7b,4,0.2,0.125,0.1538,0.1111,coarse_nl_v0_original_qwen2.5:7b_20260210_192249.json,0.6667,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:52,coarse,nl,lexical_substitution,qwen2.5:7b,4,0.2,0.125,0.1538,0.1111,coarse_nl_lexical_substitution_qwen2.5:7b_20260210_192251.json,0.0,0.6667,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:53,coarse,nl,reodering,qwen2.5:7b,4,0.1667,0.125,0.1429,0.1111,coarse_nl_reodering_qwen2.5:7b_20260210_192252.json,0.0,0.6667,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:55,coarse,nl,sentence_reordering,qwen2.5:7b,4,0.2857,0.25,0.2667,0.2778,coarse_nl_sentence_reordering_qwen2.5:7b_20260210_192253.json,0.0,0.6667,0.0,0.0,0.0,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:57,coarse,nl,backtrans_ch,qwen2.5:7b,4,0.4,0.25,0.3077,0.2778,coarse_nl_backtrans_ch_qwen2.5:7b_20260210_192256.json,0.0,0.6667,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:58,coarse,nl,backtrans_sp,qwen2.5:7b,4,0.3333,0.125,0.1818,0.1111,coarse_nl_backtrans_sp_qwen2.5:7b_20260210_192257.json,0.0,0.6667,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:22:59,coarse,nl,backtrans_tu,qwen2.5:7b,4,0.0,0.0,0.0,0.0,coarse_nl_backtrans_tu_qwen2.5:7b_20260210_192258.json,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:23:05,fine,pl,v0_original,qwen2.5:7b,4,0.2,0.125,0.1538,0.125,fine_pl_v0_original_qwen2.5:7b_20260210_192259.json,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
2026-02-10 19:23:10,fine,pl,lexical_substitution,qwen2.5:7b,4,0.3333,0.125,0.1818,0.0833,fine_pl_lexical_substitution_qwen2.5:7b_20260210_192305.json,,,,,,,0.6667,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,
2026-02-10 19:23:15,fine,pl,reodering,qwen2.5:7b,4,0.5,0.25,0.3333,0.2083,fine_pl_reodering_qwen2.5:7b_20260210_192310.json,,,,,,,1.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.6667,,0.0,,,,,,,,,,,,
2026-02-10 19:23:20,fine,pl,sentence_reordering,qwen2.5:7b,4,0.2,0.125,0.1538,0.125,fine_pl_sentence_reordering_qwen2.5:7b_20260210_192315.json,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,
2026-02-10 19:23:26,fine,pl,backtrans_ch,qwen2.5:7b,4,0.25,0.125,0.1667,0.125,fine_pl_backtrans_ch_qwen2.5:7b_20260210_192320.json,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,,
2026-02-10 19:23:31,fine,pl,backtrans_sp,qwen2.5:7b,4,0.1667,0.125,0.1429,0.125,fine_pl_backtrans_sp_qwen2.5:7b_20260210_192326.json,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
2026-02-10 19:23:36,fine,pl,backtrans_tu,qwen2.5:7b,4,0.2,0.125,0.1538,0.125,fine_pl_backtrans_tu_qwen2.5:7b_20260210_192331.json,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
2026-02-10 19:23:40,fine,nl,v0_original,qwen2.5:7b,4,0.4,0.25,0.3077,0.25,fine_nl_v0_original_qwen2.5:7b_20260210_192337.json,,,,,,,1.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,1.0,,0.0,,,0.0,,0.0,,,,,,,
2026-02-10 19:23:43,fine,nl,lexical_substitution,qwen2.5:7b,4,0.4,0.25,0.3077,0.25,fine_nl_lexical_substitution_qwen2.5:7b_20260210_192340.json,,,,,,,1.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,1.0,,0.0,,,0.0,,,0.0,,,,,,
2026-02-10 19:23:48,fine,nl,reodering,qwen2.5:7b,4,0.1,0.125,0.1111,0.125,fine_nl_reodering_qwen2.5:7b_20260210_192343.json,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,1.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,
2026-02-10 19:23:52,fine,nl,sentence_reordering,qwen2.5:7b,4,0.2857,0.25,0.2667,0.25,fine_nl_sentence_reordering_qwen2.5:7b_20260210_192348.json,,,,,,,1.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,1.0,,0.0,,,0.0,,0.0,0.0,,,,,,
2026-02-10 19:23:55,fine,nl,backtrans_ch,qwen2.5:7b,4,0.2857,0.25,0.2667,0.25,fine_nl_backtrans_ch_qwen2.5:7b_20260210_192352.json,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,1.0,,0.0,,,,,0.0,,,,0.0,,,
2026-02-10 19:23:59,fine,nl,backtrans_sp,qwen2.5:7b,4,0.0,0.0,0.0,0.0,fine_nl_backtrans_sp_qwen2.5:7b_20260210_192355.json,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,
2026-02-10 19:24:02,fine,nl,backtrans_tu,qwen2.5:7b,4,0.1667,0.125,0.1429,0.125,fine_nl_backtrans_tu_qwen2.5:7b_20260210_192359.json,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,1.0,,0.0,,0.0,0.0,,,0.0,,,,,,
2026-02-10 19:24:04,coarse,pl,v0_original,qwen2.5-coder:7b,4,0.7143,0.625,0.6667,0.5,coarse_pl_v0_original_qwen2.5-coder:7b_20260210_192402.json,1.0,1.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:06,coarse,pl,lexical_substitution,qwen2.5-coder:7b,4,0.75,0.75,0.75,0.6667,coarse_pl_lexical_substitution_qwen2.5-coder:7b_20260210_192404.json,1.0,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:09,coarse,pl,reodering,qwen2.5-coder:7b,4,0.4444,0.5,0.4706,0.4111,coarse_pl_reodering_qwen2.5-coder:7b_20260210_192406.json,0.8,0.6667,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:10,coarse,pl,sentence_reordering,qwen2.5-coder:7b,4,0.7143,0.625,0.6667,0.5,coarse_pl_sentence_reordering_qwen2.5-coder:7b_20260210_192409.json,1.0,1.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:12,coarse,pl,backtrans_ch,qwen2.5-coder:7b,4,0.625,0.625,0.625,0.5,coarse_pl_backtrans_ch_qwen2.5-coder:7b_20260210_192411.json,1.0,1.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:15,coarse,pl,backtrans_sp,qwen2.5-coder:7b,4,0.625,0.625,0.625,0.5,coarse_pl_backtrans_sp_qwen2.5-coder:7b_20260210_192413.json,1.0,1.0,0.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:17,coarse,pl,backtrans_tu,qwen2.5-coder:7b,4,0.75,0.75,0.75,0.6667,coarse_pl_backtrans_tu_qwen2.5-coder:7b_20260210_192415.json,1.0,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:17,coarse,nl,v0_original,qwen2.5-coder:7b,4,0.25,0.125,0.1667,0.0833,coarse_nl_v0_original_qwen2.5-coder:7b_20260210_192417.json,0.5,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:18,coarse,nl,lexical_substitution,qwen2.5-coder:7b,4,0.0,0.0,0.0,0.0,coarse_nl_lexical_substitution_qwen2.5-coder:7b_20260210_192418.json,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:19,coarse,nl,reodering,qwen2.5-coder:7b,4,0.0,0.0,0.0,0.0,coarse_nl_reodering_qwen2.5-coder:7b_20260210_192419.json,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:20,coarse,nl,sentence_reordering,qwen2.5-coder:7b,4,0.25,0.125,0.1667,0.0833,coarse_nl_sentence_reordering_qwen2.5-coder:7b_20260210_192419.json,0.5,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:21,coarse,nl,backtrans_ch,qwen2.5-coder:7b,4,0.25,0.125,0.1667,0.1111,coarse_nl_backtrans_ch_qwen2.5-coder:7b_20260210_192420.json,0.0,0.6667,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:22,coarse,nl,backtrans_sp,qwen2.5-coder:7b,4,0.25,0.125,0.1667,0.0833,coarse_nl_backtrans_sp_qwen2.5-coder:7b_20260210_192421.json,0.5,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:23,coarse,nl,backtrans_tu,qwen2.5-coder:7b,4,0.5,0.375,0.4286,0.3611,coarse_nl_backtrans_tu_qwen2.5-coder:7b_20260210_192422.json,0.5,0.6667,1.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,
2026-02-10 19:24:29,fine,pl,v0_original,qwen2.5-coder:7b,4,0.1111,0.125,0.1176,0.0625,fine_pl_v0_original_qwen2.5-coder:7b_20260210_192423.json,,,,,,,0.0,0.0,0.5,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,0.0,,,,,,,
2026-02-10 19:24:35,fine,pl,lexical_substitution,qwen2.5-coder:7b,4,0.0,0.0,0.0,0.0,fine_pl_lexical_substitution_qwen2.5-coder:7b_20260210_192429.json,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,
2026-02-10 19:24:40,fine,pl,reodering,qwen2.5-coder:7b,4,0.3,0.375,0.3333,0.3333,fine_pl_reodering_qwen2.5-coder:7b_20260210_192435.json,,,,,,,0.6667,1.0,1.0,0.0,,,,0.0,,,0.0,0.0,0.0,,0.0,,,,,0.0,,,,0.0,0.0,,
2026-02-10 19:24:46,fine,pl,sentence_reordering,qwen2.5-coder:7b,4,0.1818,0.25,0.2105,0.2083,fine_pl_sentence_reordering_qwen2.5-coder:7b_20260210_192440.json,,,,,,,0.6667,0.0,1.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,,,,
2026-02-10 19:24:52,fine,pl,backtrans_ch,qwen2.5-coder:7b,4,0.0,0.0,0.0,0.0,fine_pl_backtrans_ch_qwen2.5-coder:7b_20260210_192446.json,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,
2026-02-10 19:24:57,fine,pl,backtrans_sp,qwen2.5-coder:7b,4,0.1429,0.125,0.1333,0.125,fine_pl_backtrans_sp_qwen2.5-coder:7b_20260210_192452.json,,,,,,,0.0,0.0,1.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,
2026-02-10 19:25:03,fine,pl,backtrans_tu,qwen2.5-coder:7b,4,0.0,0.0,0.0,0.0,fine_pl_backtrans_tu_qwen2.5-coder:7b_20260210_192457.json,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,
2026-02-10 19:25:05,fine,nl,v0_original,qwen2.5-coder:7b,4,0.5,0.25,0.3333,0.25,fine_nl_v0_original_qwen2.5-coder:7b_20260210_192503.json,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,0.0,1.0,,0.0,,,0.0,,,,,,,,,
2026-02-10 19:25:07,fine,nl,lexical_substitution,qwen2.5-coder:7b,4,0.25,0.125,0.1667,0.125,fine_nl_lexical_substitution_qwen2.5-coder:7b_20260210_192505.json,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,,
2026-02-10 19:25:08,fine,nl,reodering,qwen2.5-coder:7b,4,0.2,0.125,0.1538,0.125,fine_nl_reodering_qwen2.5-coder:7b_20260210_192507.json,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,1.0,,0.0,,,0.0,,,,,0.0,,,0.0,
2026-02-10 19:25:10,fine,nl,sentence_reordering,qwen2.5-coder:7b,4,0.5,0.25,0.3333,0.25,fine_nl_sentence_reordering_qwen2.5-coder:7b_20260210_192508.json,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,0.0,1.0,,0.0,,,0.0,,,,,,,,,
2026-02-10 19:25:13,fine,nl,backtrans_ch,qwen2.5-coder:7b,4,0.5,0.375,0.4286,0.375,fine_nl_backtrans_ch_qwen2.5-coder:7b_20260210_192510.json,,,,,,,1.0,0.0,1.0,0.0,,0.0,,0.0,,,,0.0,1.0,,0.0,,,,,0.0,,,,,,,
2026-02-10 19:25:15,fine,nl,backtrans_sp,qwen2.5-coder:7b,4,0.0,0.0,0.0,0.0,fine_nl_backtrans_sp_qwen2.5-coder:7b_20260210_192513.json,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,
2026-02-10 19:25:16,fine,nl,backtrans_tu,qwen2.5-coder:7b,4,0.75,0.375,0.5,0.375,fine_nl_backtrans_tu_qwen2.5-coder:7b_20260210_192515.json,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,,,,1.0,1.0,,0.0,,,0.0,,,,,,,,,
